code,num
C1072,748.5036511044951
C1128,1058.1501921113406
C1456,535.7183783568031
C1840,577.2569752540971
C1332,1025.4168374282808
C1563,1650.335972978839
C1794,922.1019229176605
C1640,379.0471907507807
C1377,385.53749793320463
C2072,332.1497691706337
C1472,511.3821296826941
C1006,161.29639971714292
C1083,443.25970918578076
C1311,259.8713808650698
C2676,233.31865104748778
C2318,227.27175581794995
C1603,438.52417925996076
C2523,298.41499329442485
C2177,159.83405380457418
C2411,702.8559847996185
C2033,207.85482783553405
C1604,501.06235959475526
C2535,466.3125150845465
C1040,502.34238432630156
C2417,366.18075566572656
C1812,133.3481170658176
C2253,142.32821309518826
C1294,558.5349391526947
C1772,486.3819261254852
C2646,476.4899138539454
C1152,902.165051319641
C2423,170.01592664808447
C1844,495.4288541832602
C1318,211.35290519248335
C1729,64.52511937021157
C1602,326.8607307315871
C1239,364.9872978208702
C1721,534.69148440241
C1902,860.110930085269
C1855,325.740782127319
C2600,443.0386595341418
C1071,367.11198073212483
C2295,380.06372593553294
C1621,576.6799326706075
C1852,724.1552434262312
C2555,1254.7246176409503
C1297,430.0687863338885
C2323,534.2877640668079
C2215,375.12162597724034
C2112,304.53751839572277
C1830,765.5868449517212
C2602,313.75042863834955
C2608,868.8305516071014
C1215,689.8451382906848
C2369,667.8874580055831
C1158,270.9910043979632
C1887,459.15120883581193
C1189,261.99868752630374
C1637,398.3740265389344
C1225,177.1551446199485
C2374,397.0588806908632
C2397,526.4722525146051
C1105,990.6872358279859
C1782,499.01220737451456
C1629,211.81836917314865
C1708,255.22357757289456
C2144,673.0562896364279
C1617,923.2342620973589
C1149,422.66001161942324
C1323,375.36826463729875
C1064,723.7021368393987
C1019,314.8661750826079
C2269,545.9424974832624
C1416,667.7264219819106
C1250,701.4330508681225
C1741,504.4647109071052
C1016,715.1957019870765
C2436,638.6973877206087
C2039,783.5923337183923
C1253,844.1133185478329
C2028,975.2152666043648
C1166,317.8438516719603
C1135,265.2086144322918
C1216,340.05578218748656
C1593,260.71173143999147
C1826,249.10831107494184
C1827,399.92577934367
C1564,324.90485489429454
C1495,1147.0269486924205
C2653,807.026976073992
C1392,480.2645553193244
C2128,306.98105060306585
C1282,518.5077407195262
C1521,1164.128396543154
C2076,1085.1826881325496
C1060,574.9182483767875
C2473,1120.5446756389194
C2557,703.7513430821718
C1835,952.629626928601
C2224,730.0816671501927
C2222,409.40285216637534
C2430,767.8087417135522
C2497,530.5173633939959
C1494,937.412499885254
C1457,639.0934087538876
C1525,1254.6420418075743
C1712,534.8101087972751
C2267,922.9809647638
C1623,281.9894858542736
C2131,558.3023081282957
C2691,1308.8241882309892
C1147,855.0574344679757
C1692,844.0240613553963
C1570,763.0377835047691
C1474,119.61695323503517
C1633,120.57044084780348
C2113,532.0141583915918
C2175,882.1959208055895
C2303,1585.596854432308
C2547,486.5291931470139
C2292,850.7730192564632
C1496,734.892448763091
C1289,416.5057707373533
C1849,683.171394354925
C1003,307.34250430692146
C2268,425.2451888887166
C2551,687.4359518394722
C2688,118.81191799817782
C1030,50.25060887266131
C2451,560.4072501039559
C1749,576.7058041424808
C1349,214.79527541165228
C2043,231.3018212486299
C1229,248.23662160559505
C2363,531.2852791986758
C1414,498.70090693118215
C2174,503.44441524814846
C2091,143.07210452551448
C1841,66.12891380392215
C2404,117.82417207019408
C1683,222.70655889169143
C1038,343.61055223769995
C2456,201.24045881270064
C1266,486.8728943518915
C2152,88.91858155449154
C1267,396.8454679352137
C2189,206.45637021743434
C2675,0.0
C2335,0.0
C1327,0.0
