code,num
C1072,729.3835221463432
C1128,1040.888134917038
C1456,631.4440224904007
C1840,529.711321597056
C1332,986.1180824946407
C1563,1782.4128368250515
C1794,978.2151250730952
C1640,347.1354061487693
C1377,354.92858693496726
C2072,310.7224524282259
C1472,484.7100275207455
C1006,165.23203674172024
C1083,386.8266885503798
C1311,292.563989166445
C2676,228.7741501914875
C2318,271.7992446311037
C1603,354.4670026671487
C2523,294.90985790989527
C2177,151.8124253711303
C2411,775.2338762793709
C2033,230.40876331680892
C1604,469.4580728780551
C2535,473.21348897145504
C1040,507.9041318281477
C2417,319.5569680411705
C1812,100.60638448941211
C2253,118.2327570259464
C1294,515.6480051513819
C1772,318.9813273711202
C2646,515.390806017121
C1152,894.5966822155946
C2423,144.8826323938315
C1844,423.4311330434604
C1318,189.88888803409796
C1729,88.36976449705206
C1602,284.66165365427895
C1239,417.0870699794194
C1721,594.1820418173724
C1902,841.9507382761844
C1855,293.9614238522577
C2600,470.5446475782172
C1071,483.23594793331995
C2295,451.68390180513813
C1621,537.3779259598867
C1852,766.2659064269299
C2555,1362.134143679754
C1297,454.993450563006
C2323,651.6020578766814
C2215,410.29262147591925
C2112,407.5450945568882
C1830,762.3406145011218
C2602,278.65051350614635
C2608,1006.0953117228615
C1215,636.9435146533244
C2369,622.3218561749018
C1158,238.84798848672153
C1887,553.6270093768942
C1189,268.33651976224155
C1637,360.0797740456704
C1225,130.75787176954248
C2374,414.1025205833402
C2397,567.0783453270869
C1105,944.1126118975033
C1782,391.93738491342657
C1629,165.7668563933785
C1708,281.3945885040537
C2144,549.8768219986479
C1617,926.0915750275793
C1149,493.9128620005501
C1323,379.376544372195
C1064,779.1274425133126
C1019,317.7872305617625
C2269,638.8884223715329
C1416,645.5829306671201
C1250,735.1791704136309
C1741,487.8063544597532
C1016,717.5904343857543
C2436,584.7709571326837
C2039,746.8455005810005
C1253,890.3523778485713
C2028,974.1052108928127
C1166,349.1341914498228
C1135,273.77849310158336
C1216,338.18314617349535
C1593,212.05210125441863
C1826,225.13755679769494
C1827,373.7462771189254
C1564,281.94617606083153
C1495,1076.916296088369
C2653,884.4611547975874
C1392,685.2933258049278
C2128,312.54400422868036
C1282,646.0912242427015
C1521,1114.1067624200696
C2076,991.5676527763394
C1060,586.3640546312373
C2473,1084.7439423028072
C2557,618.8796231886873
C1835,910.4838442405651
C2224,594.7598606439553
C2222,456.0966817149491
C2430,771.6157835047188
C2497,700.0907432679046
C1494,975.8557943272459
C1457,530.7708777340217
C1525,1191.169133610823
C1712,667.8675691642239
C2267,933.0907248469078
C1623,280.86888775341157
C2131,566.0020718788654
C2691,1281.8308742712154
C1147,785.2064731922768
C1692,967.313435437386
C1570,873.377792505976
C1474,114.91111052589545
C1633,129.21200958594864
C2113,582.3033650121083
C2175,903.3414482255838
C2303,1593.2953897226744
C2547,551.6462097593961
C2292,912.9799926132666
C1496,801.7301091810687
C1289,356.63627420645724
C1849,746.2843817002088
C1003,303.1206978038056
C2268,392.0167528449742
C2551,763.2987867472613
C2688,85.1856934613222
C1030,20.24845449827004
C2451,546.7906909514784
C1749,587.4078739810982
C1349,232.74821348388656
C2043,239.67414229101192
C1229,301.1096724592448
C2363,517.2609676129049
C1414,463.76343352040834
C2174,424.38417679557034
C2091,123.0852736720436
C1841,51.91130180058119
C2404,131.20604593715876
C1683,231.89918828357594
C1038,340.8810207179301
C2456,215.33797485459857
C1266,457.60674070069945
C2152,18.431557281249873
C1267,408.47537829897806
C2189,235.22890984822646
C2675,0.0
C2335,0.0
C1327,0.0
