code,num
C1072,719.3567679838816
C1128,1142.0184563844732
C1456,580.012146017789
C1840,594.295115958206
C1332,1013.338613988767
C1563,1740.1377797511036
C1794,908.1363993318952
C1640,474.86541340313465
C1377,408.1987123063965
C2072,269.22532139488726
C1472,479.77338764480663
C1006,256.924816768597
C1083,445.43608148374653
C1311,282.697538558878
C2676,345.34930731894445
C2318,224.60909941186424
C1603,564.9916435835848
C2523,253.88039662769506
C2177,200.15847785773255
C2411,711.4884171956301
C2033,257.4019023454192
C1604,453.93671297270475
C2535,509.0732856528345
C1040,513.604568931997
C2417,414.6534230215301
C1812,157.87642669090516
C2253,160.90547022399258
C1294,556.886948948225
C1772,430.09880722537804
C2646,546.1331424545663
C1152,781.0918024596289
C2423,166.31406905930712
C1844,550.321940216271
C1318,264.9695109150983
C1729,91.274097237476
C1602,275.4612637872219
C1239,400.5194356983981
C1721,632.9464109065915
C1902,812.6060155165864
C1855,303.25791884275407
C2600,455.41274884663545
C1071,450.48756121638723
C2295,426.6976807199806
C1621,622.4082722148077
C1852,873.9804927696154
C2555,1110.2818276232924
C1297,501.0680313668345
C2323,623.5166009748565
C2215,374.10084688284945
C2112,421.29757823069696
C1830,789.1803365626542
C2602,269.6861207302279
C2608,991.7538018457808
C1215,639.6560122198001
C2369,642.7615703371653
C1158,283.7190812476922
C1887,621.3817004558529
C1189,327.8348855185348
C1637,449.66865157327555
C1225,179.87166927167195
C2374,384.42790408915084
C2397,593.774270470089
C1105,950.8867204945998
C1782,418.4202482112988
C1629,187.74078753218973
C1708,273.7958933022467
C2144,560.6985206420538
C1617,900.2383769950668
C1149,503.84068317703924
C1323,450.5827884956638
C1064,721.1214907957087
C1019,288.60489922398403
C2269,637.8665804623961
C1416,805.6247767025732
C1250,908.6388462161863
C1741,488.64791585838844
C1016,630.0018883657415
C2436,649.6828124556416
C2039,904.7640014775626
C1253,792.0100747968141
C2028,1131.2384234376098
C1166,279.03173508842735
C1135,272.4911202326712
C1216,303.55235085123866
C1593,260.7197009306723
C1826,236.92057719800087
C1827,356.2681836625873
C1564,262.7257878702209
C1495,999.4632630060096
C2653,779.4478993002238
C1392,713.0341902556025
C2128,283.28737951739976
C1282,528.9919280549827
C1521,1041.353172508052
C2076,1089.1192836581506
C1060,602.1199306778601
C2473,972.1100879155405
C2557,604.3939531091828
C1835,873.6047409969021
C2224,659.0086070561783
C2222,398.57906431502226
C2430,969.1730514444324
C2497,608.3916491895951
C1494,1061.8295110246481
C1457,540.6593221671925
C1525,1139.5375943980418
C1712,625.4805004777426
C2267,974.0450999212874
C1623,295.7569012472891
C2131,539.9734953951604
C2691,1114.1644036229704
C1147,887.2151224646822
C1692,855.0500044260427
C1570,707.5323414893535
C1474,105.35227462592579
C1633,182.10729694064835
C2113,613.8647245845711
C2175,983.8095197870311
C2303,1370.002631886614
C2547,593.3922232093945
C2292,958.7092835081439
C1496,833.0186234338372
C1289,414.7430952807278
C1849,743.083575411878
C1003,286.5263965729132
C2268,458.74455706309885
C2551,758.6043937463452
C2688,107.18751605432662
C1030,13.211875176482446
C2451,611.5378299703552
C1749,546.0824101190824
C1349,240.51157811179368
C2043,247.64832076933723
C1229,286.74038942525056
C2363,464.53709055458626
C1414,542.7459727365938
C2174,465.60182176166916
C2091,108.23999651172707
C1841,84.16905016242613
C2404,137.49915474563633
C1683,202.2683335885516
C1038,358.67515520255296
C2456,210.4714261782981
C1266,495.26987935813605
C2152,8.343532070953671
C1267,437.3371334021497
C2189,214.10154603448888
C2675,0.0
C2335,0.0
C1327,0.0
