code,num
C1072,722.5554699789973
C1128,1021.0429155634115
C1456,549.3135581104302
C1840,504.0522963282038
C1332,1002.8052334525952
C1563,1931.6965090145352
C1794,874.1387678757222
C1640,319.4592436321864
C1377,372.7554870672833
C2072,297.0043693959224
C1472,487.9279515112795
C1006,165.0010072592356
C1083,365.23351320148095
C1311,306.7456248479457
C2676,223.38983611404933
C2318,252.7569664074676
C1603,419.7091242893853
C2523,336.98632988562804
C2177,163.44244911453495
C2411,777.1279294391712
C2033,274.8953572030873
C1604,460.5710789175099
C2535,431.56200996353266
C1040,508.8867384788501
C2417,274.48590208523024
C1812,130.98738237601444
C2253,93.1918669979733
C1294,541.349934053942
C1772,324.19953206630254
C2646,509.0208122409828
C1152,800.7283303381514
C2423,124.34746305174228
C1844,461.2345791312195
C1318,191.67444203901823
C1729,96.99998708164566
C1602,272.7628078586245
C1239,439.50587939606936
C1721,646.8473974060774
C1902,869.6421442639128
C1855,339.6808264453066
C2600,466.1586156651056
C1071,468.22338588490175
C2295,414.89945424109874
C1621,532.7057735103601
C1852,732.5075515153993
C2555,1375.71512928735
C1297,479.72265454258894
C2323,596.9219681895893
C2215,410.44673898100643
C2112,411.567369311768
C1830,878.0109381081215
C2602,269.91797997793924
C2608,989.2917933041919
C1215,740.860718191895
C2369,576.7559702530193
C1158,280.41886946903514
C1887,400.9614835669966
C1189,270.4952862194285
C1637,361.35270423256634
C1225,135.20697414354478
C2374,379.81658067286145
C2397,536.3401829988737
C1105,883.5829231271151
C1782,393.87524247794556
C1629,182.31123198353131
C1708,250.3226463000875
C2144,492.5449033011131
C1617,848.5953300445917
C1149,487.589502621155
C1323,378.3013744586357
C1064,779.7080418549592
C1019,320.34317009917487
C2269,529.5275867269492
C1416,664.1655080547165
C1250,828.2268946501914
C1741,475.47248007662773
C1016,720.6271018543666
C2436,624.2886434554027
C2039,786.5831894389536
C1253,843.3935054558555
C2028,1050.1126630737895
C1166,354.4365421070994
C1135,280.2153646225184
C1216,317.99502457879396
C1593,213.2823480683838
C1826,240.09030147898793
C1827,374.84073186996005
C1564,286.64420962878944
C1495,1042.2251507499689
C2653,907.1305951861441
C1392,514.6645134511901
C2128,294.70963268415414
C1282,673.5068370286975
C1521,1015.1123537181011
C2076,1078.5626179535159
C1060,548.5196359402938
C2473,1178.8894298243415
C2557,566.678448889593
C1835,859.825472944395
C2224,560.3114257706352
C2222,464.7529124384841
C2430,734.6203947105145
C2497,563.8125434223912
C1494,982.5168517815691
C1457,546.7289548159216
C1525,1098.3185308600746
C1712,636.2300592409356
C2267,878.3715757944752
C1623,308.9041615377227
C2131,579.1293076235103
C2691,1163.5007268664037
C1147,738.9768200887971
C1692,911.0712637896952
C1570,741.1574679557664
C1474,55.80716945074104
C1633,64.3569048911966
C2113,543.794960162287
C2175,845.5082548933891
C2303,1647.4472426401142
C2547,534.5876135512746
C2292,977.0054002415333
C1496,733.3976026669548
C1289,363.2507873022363
C1849,690.9303106538439
C1003,294.4861590187021
C2268,480.97139319813465
C2551,718.0628302791278
C2688,49.09923547055623
C1030,63.84554441781486
C2451,601.9515866496597
C1749,512.4426141821871
C1349,264.92134317112516
C2043,256.65561461219886
C1229,339.66588838905875
C2363,480.6863623654069
C1414,426.08165707725766
C2174,437.91350195628877
C2091,114.23354567711029
C1841,63.84177636069203
C2404,119.38044940715848
C1683,199.95913302018192
C1038,344.5871677804812
C2456,200.42972287148268
C1266,438.08980158839415
C2152,66.76983929723335
C1267,427.75575014051174
C2189,214.3814113657488
C2675,0.0
C2335,0.0
C1327,0.0
