code,num
C1072,733.6605434771673
C1128,1012.0908251233499
C1456,502.7468211365551
C1840,525.7706396246856
C1332,990.7716503252819
C1563,1756.1375651168564
C1794,881.1605784856752
C1640,380.14449187795975
C1377,363.166411017149
C2072,343.55720918509337
C1472,499.37057123949705
C1006,120.70296319007358
C1083,403.7053387978824
C1311,282.09605831632757
C2676,240.15142885963772
C2318,214.00198644413254
C1603,382.92384107543785
C2523,338.4304233490337
C2177,159.97855758953406
C2411,759.6279196569162
C2033,152.01416940853144
C1604,482.03402308405737
C2535,428.4735985481031
C1040,499.5231646475762
C2417,348.5595312545479
C1812,134.3445885041109
C2253,137.6517630999193
C1294,527.1100061028873
C1772,445.5100736818888
C2646,458.0781178799814
C1152,952.6297141023288
C2423,166.56405947423826
C1844,416.14267511605493
C1318,257.93329767286417
C1729,67.1593465560595
C1602,333.2160733083413
C1239,350.4066310810733
C1721,526.3729981396451
C1902,891.7461599636571
C1855,316.0311859211224
C2600,406.7506097908025
C1071,435.31599617401054
C2295,419.95774986303365
C1621,575.10217371431
C1852,689.9855370240707
C2555,1360.3318208477694
C1297,452.9526472750592
C2323,601.5733795086423
C2215,444.24798982180107
C2112,361.212519666986
C1830,803.7694284172791
C2602,313.71145095685506
C2608,862.3051664852381
C1215,687.6045061077689
C2369,552.2825068179037
C1158,283.489316580182
C1887,532.1497020789859
C1189,258.0037436178505
C1637,357.71721604509463
C1225,154.86041200954887
C2374,372.42893996650946
C2397,503.6602323629888
C1105,1088.5606132529763
C1782,461.47695714151996
C1629,186.28812698646493
C1708,251.26761603316143
C2144,588.3766405530694
C1617,964.8825541294898
C1149,472.6717607613177
C1323,337.1963881575178
C1064,702.6792184993241
C1019,322.410758134751
C2269,548.0350726246736
C1416,711.2519018283541
C1250,942.819859490192
C1741,479.66621770560323
C1016,741.5339274198242
C2436,583.562291744695
C2039,804.2708416924705
C1253,891.3942891346219
C2028,1002.4575270142461
C1166,301.2404010238467
C1135,259.75125584658326
C1216,339.4211589450853
C1593,245.53171120853153
C1826,245.36599801943098
C1827,401.2613419405774
C1564,306.0896112349521
C1495,1090.719962072385
C2653,806.050355559594
C1392,642.8062706061437
C2128,314.2864425559416
C1282,535.7877221296837
C1521,1005.0010813338225
C2076,1057.278386820969
C1060,591.8273645664334
C2473,1199.5595460235502
C2557,670.7860142598711
C1835,916.5414256962819
C2224,613.3361941815493
C2222,449.0116115830875
C2430,781.0611376676771
C2497,494.7474110054677
C1494,948.3940298899698
C1457,564.0408823575104
C1525,1111.2166879980982
C1712,615.7125442683981
C2267,880.1386208748366
C1623,291.17323144005417
C2131,568.7753997159077
C2691,1309.8663225336195
C1147,902.7184564966382
C1692,895.3869930436973
C1570,684.0151552818645
C1474,109.16219247485745
C1633,118.75209205201732
C2113,522.2189430017485
C2175,933.8254404396976
C2303,1504.616331090305
C2547,518.0658508504642
C2292,723.704794253887
C1496,715.6505302483803
C1289,420.347400018242
C1849,773.4800671005349
C1003,308.0034145109359
C2268,432.64344554904807
C2551,608.2434137755143
C2688,93.68499388455365
C1030,39.78313905988707
C2451,559.4922680886211
C1749,533.0565893566093
C1349,222.00818021261088
C2043,252.15439675950566
C1229,242.57731822767263
C2363,540.2525222838414
C1414,439.4083783333722
C2174,461.3727244189263
C2091,124.53248484982427
C1841,68.27821467309616
C2404,126.74568519560644
C1683,219.64973651886282
C1038,363.4968398554138
C2456,263.566570659551
C1266,524.4368920814037
C2152,44.60501561343515
C1267,367.3215737823022
C2189,235.71725875889433
C2675,0.0
C2335,0.0
C1327,0.0
