code,num
C1072,656.9269623587356
C1128,1090.6154143575754
C1456,558.2403280014345
C1840,535.9557556181398
C1332,1081.3635658261267
C1563,1879.3923578728748
C1794,962.6491347974082
C1640,471.3046108545456
C1377,377.94128683496854
C2072,293.43774752968466
C1472,424.3041680277141
C1006,221.32944786888982
C1083,370.4063302374715
C1311,204.7998753797055
C2676,230.57944024116802
C2318,187.57779913724556
C1603,434.76532509397475
C2523,286.4389699047155
C2177,197.828295234848
C2411,634.0443492372514
C2033,185.45201957131619
C1604,418.65918437722087
C2535,414.4649196374129
C1040,479.2825031714392
C2417,353.28303640495204
C1812,144.41531255323514
C2253,154.91090930013334
C1294,498.3055739893023
C1772,301.0622116178001
C2646,489.0687478531807
C1152,810.4321636747236
C2423,131.46896393232458
C1844,507.9169920585834
C1318,186.6558909647629
C1729,99.69680883719862
C1602,282.88600694453345
C1239,436.7728631490006
C1721,561.1425228341844
C1902,754.870259099716
C1855,294.46270933963785
C2600,449.1391358712617
C1071,480.41045207402505
C2295,391.74343850495814
C1621,589.3012841619817
C1852,782.4704287939956
C2555,1283.6842082737217
C1297,505.48981780669266
C2323,675.6391026991272
C2215,408.6430813374491
C2112,394.52206069006803
C1830,761.7880655174697
C2602,275.6162179363414
C2608,957.2001173692348
C1215,617.9386901657591
C2369,570.1658022674856
C1158,285.4291588986992
C1887,490.65505251808537
C1189,237.1186439244604
C1637,448.46747188577206
C1225,66.25526643276798
C2374,412.23446972390656
C2397,574.5520975235281
C1105,961.83252945733
C1782,395.8460279399649
C1629,144.95722284005834
C1708,300.55669841142105
C2144,565.921660008698
C1617,886.3445481283218
C1149,466.0325853113685
C1323,400.0334237135581
C1064,754.4116450009285
C1019,309.3787517836895
C2269,624.1669779431533
C1416,726.4498764963347
C1250,1012.6244767877761
C1741,501.319535649565
C1016,653.8786110523255
C2436,589.5169563997264
C2039,928.993935230909
C1253,821.6158636304757
C2028,943.7647215228947
C1166,296.9058092484084
C1135,255.2793132799608
C1216,308.5737763937152
C1593,228.95145978806602
C1826,234.58110820707273
C1827,356.31829344450796
C1564,247.04293020511028
C1495,1076.0932545231753
C2653,821.1892037946807
C1392,702.211232285348
C2128,296.32381076104355
C1282,611.1131828164779
C1521,1000.6864984427438
C2076,1013.1295951075786
C1060,534.7917019900957
C2473,1162.1670596187732
C2557,386.3154088336946
C1835,819.8574459461453
C2224,562.4331400496142
C2222,461.0029556732053
C2430,819.7449195143867
C2497,479.8995226809454
C1494,972.6071246154455
C1457,508.4948293052069
C1525,1098.0816888158652
C1712,620.1342459704168
C2267,943.1873011687879
C1623,300.84616299904906
C2131,621.0503583543767
C2691,1210.361911327662
C1147,861.1259493213537
C1692,815.9979625876211
C1570,725.1638011599898
C1474,101.35695406274642
C1633,133.20573122336148
C2113,598.1726685713294
C2175,776.1271422915728
C2303,1516.1570101005516
C2547,537.6031904277739
C2292,900.3642697828418
C1496,804.0558508110472
C1289,378.6203881413335
C1849,792.1083281721986
C1003,284.9334065847785
C2268,385.67650353771916
C2551,614.824442760212
C2688,56.12627062791852
C1030,37.97337339210282
C2451,748.7176425537778
C1749,467.7070139309852
C1349,265.8841358095438
C2043,217.10244877258378
C1229,228.00563096505886
C2363,391.2037063487166
C1414,406.4875921617139
C2174,431.7928159629554
C2091,100.51022078044619
C1841,68.24913734919804
C2404,108.85263228470359
C1683,180.12664281530957
C1038,375.6369620907745
C2456,242.3877211093586
C1266,502.3001908911141
C2152,36.2136834638877
C1267,422.3573366709284
C2189,223.5947921345306
C2675,0.0
C2335,0.0
C1327,0.0
